CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
,05/26/2020 03:20:00 PM,20-026080,VANDALISM:DAMAGE PROPERTY,26Y,1200 78TH AVE,Oakland,CA,"1200 78TH AVE
Oakland, CA
(37.75566, -122.186436)"
DRUNKENNESS,05/27/2020 02:11:00 AM,20-026161,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,24X,4000 FOOTHILL BLVD,Oakland,CA,"4000 FOOTHILL BLVD
Oakland, CA
(37.777674, -122.215178)"
,05/23/2020 11:00:00 PM,20-910813,MAIL/ETC THEFT/ETC,01X,200 3RD ST,Oakland,CA,"200 3RD ST
Oakland, CA
(37.794649, -122.270557)"
,05/22/2020 12:23:00 AM,20-910718,THEFT,16X,800 CALMAR AVE,Oakland,CA,"800 CALMAR AVE
Oakland, CA
(37.813293, -122.233563)"
,05/27/2020 11:26:00 AM,20-026227,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32Y,10900 MACARTHUR BLVD,Oakland,CA,"10900 MACARTHUR BLVD
Oakland, CA
(37.741083, -122.149135)"
ROBBERY,02/12/2020 12:30:00 PM,20-008434,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",21Y,3000 FOOTHILL BLVD,Oakland,CA,"3000 FOOTHILL BLVD
Oakland, CA
(37.784034, -122.22366)"
,05/27/2020 09:40:00 AM,20-026216,VEHICLE THEFT - AUTO,01X,600 BLK OF 3RD ST,Oakland,CA,"600 BLK OF 3RD ST
Oakland, CA
(37.798172, -122.279478)"
STOLEN VEHICLE,05/20/2020 05:30:00 PM,20-025288,VEHICLE THEFT - AUTO,12Y,400 CLIFTON ST,Oakland,CA,"400 CLIFTON ST
Oakland, CA
(37.838778, -122.254566)"
,05/22/2020 06:00:00 PM,20-910697,VANDALISM,22Y,3000 JOAQUIN MILLER ROAD,Oakland,CA,"3000 JOAQUIN MILLER ROAD
Oakland, CA
(37.810801, -122.194577)"
BURG - OTHER,02/12/2020 10:44:00 AM,20-008404,BURGLARY-NO FORCE,11X,500 61ST ST,Oakland,CA,"500 61ST ST
Oakland, CA
(37.847196, -122.261142)"
VANDALISM,02/27/2020 07:30:00 PM,20-906289,VANDALISM,03Y,500 10TH ST,Oakland,CA,"500 10TH ST
Oakland, CA
(37.801958, -122.273972)"
RECOVERED O/S STOLEN,05/01/2020 03:39:00 PM,20-023711,VEHICLE THEFT - AUTO,07X,2900 MYRTLE ST,Oakland,CA,"2900 MYRTLE ST
Oakland, CA
(37.820445, -122.277644)"
VANDALISM,05/08/2020 11:24:00 AM,20-909966,VANDALISM,08X,500 24TH ST,Oakland,CA,"500 24TH ST
Oakland, CA
(37.81347, -122.268584)"
VANDALISM,05/06/2020 05:00:00 AM,20-909879,VANDALISM,12X,4300 TELEGRAPH AV,Oakland,CA,"4300 TELEGRAPH AV
Oakland, CA
(37.831801, -122.263732)"
OTHER,02/13/2020 06:46:00 PM,20-010870,CRIMINAL CONTEMPT,99X,100 WILDWOOD AV,Oakland,CA,"100 WILDWOOD AV
Oakland, CA
(37.81957, -122.240803)"
,05/23/2020 12:15:00 PM,20-910705,VANDALISM,16Y,3800 GREENWOOD AVE,Oakland,CA,"3800 GREENWOOD AVE
Oakland, CA
(37.804807, -122.228575)"
,05/22/2020 12:00:00 AM,20-910726,ATTEMPT VEHICLE THEFT-AUTO,35Y,00 SHADOW MOUNTAIN ST,Oakland,CA,"00 SHADOW MOUNTAIN ST
Oakland, CA"
,05/22/2020 08:15:00 AM,20-910753,MAIL/ETC THEFT/ETC,04X,1500 JACKSON ST,Oakland,CA,"1500 JACKSON ST
Oakland, CA
(37.802902, -122.264655)"
DOMESTIC VIOLENCE,03/20/2020 08:45:00 AM,20-015367,GRAND THEFT FROM PERSON,10Y,4700 WEST ST,Oakland,CA,"4700 WEST ST
Oakland, CA
(37.835399, -122.269689)"
WEAPONS,05/14/2020 09:00:00 AM,20-024058,MFG/SALE/POSSESS/ETC LARGE CAPACITY MAGAZINE,99X,22300 CENTER ST,Oakland,CA,"22300 CENTER ST
Oakland, CA"
,05/24/2020 05:25:00 PM,20-910781,BURGLARY-AUTO,32Y,10800 BEVERLY AVE,Oakland,CA,"10800 BEVERLY AVE
Oakland, CA
(37.739411, -122.159134)"
CHILD ABUSE,05/26/2020 09:33:00 PM,20-026128,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,31Z,10500 TOPANGA DR,Oakland,CA,"10500 TOPANGA DR
Oakland, CA
(37.728576, -122.180968)"
PETTY THEFT,03/15/2020 02:00:00 PM,20-023944,THEFT,14X,300 STATEN AV,Oakland,CA,"300 STATEN AV
Oakland, CA
(37.812129, -122.254313)"
,05/21/2020 12:10:00 AM,20-910769,VANDALISM,25X,00 SELKIRK ST,Oakland,CA,"00 SELKIRK ST
Oakland, CA"
STOLEN VEHICLE,03/30/2020 06:40:00 PM,20-017074,VEHICLE THEFT - AUTO,31X,8400 PARDEE DR,Oakland,CA,"8400 PARDEE DR
Oakland, CA
(37.732521, -122.204491)"
GRAND THEFT,05/23/2020 07:30:00 PM,20-910720,GRAND THEFT,22X,2200 MACARTHUR BLVD,Oakland,CA,"2200 MACARTHUR BLVD
Oakland, CA
(37.800349, -122.216139)"
BURG - AUTO,05/13/2020 02:30:00 PM,20-023996,BURGLARY-AUTO,14Y,3300 GRAND AV,Oakland,CA,"3300 GRAND AV
Oakland, CA
(37.812814, -122.247111)"
,05/25/2020 04:40:00 PM,20-910819,VANDALISM,09X,4400 MONTGOMERY ST,Oakland,CA,"4400 MONTGOMERY ST
Oakland, CA
(37.831709, -122.248704)"
,05/21/2020 01:00:00 AM,20-026171,THEFT,24X,2000 36TH AV,Oakland,CA,"2000 36TH AV
Oakland, CA
(37.78214, -122.216738)"
BURG - COMMERCIAL,01/06/2020 06:30:00 PM,20-008465,BURGLARY-FORCIBLE ENTRY,19X,1800 EMBARCADERO,Oakland,CA,"1800 EMBARCADERO
Oakland, CA
(37.785052, -122.244329)"
,05/21/2020 09:05:00 PM,20-910755,BURGLARY-AUTO,08X,300 HAWTHORNE AVE,Oakland,CA,"300 HAWTHORNE AVE
Oakland, CA
(37.820695, -122.261025)"
PETTY THEFT,02/24/2020 02:55:00 PM,20-010681,THEFT,35X,9400 BANCROFT AV,Oakland,CA,"9400 BANCROFT AV
Oakland, CA
(37.751298, -122.163815)"
,05/24/2020 08:00:00 AM,20-910748,MAIL/ETC THEFT/ETC,01X,200 3RD ST,Oakland,CA,"200 3RD ST
Oakland, CA
(37.794649, -122.270557)"
BURG - RESIDENTIAL,05/10/2020 01:00:00 PM,20-023675,BURGLARY-FORCIBLE ENTRY,14X,200 VAN BUREN AV,Oakland,CA,"200 VAN BUREN AV
Oakland, CA
(37.811241, -122.257521)"
PETTY THEFT,05/13/2020 05:00:00 PM,20-024026,THEFT,34X,9400 INTERNATIONAL BLVD,Oakland,CA,"9400 INTERNATIONAL BLVD
Oakland, CA
(37.747073, -122.172434)"
ROBBERY,03/20/2020 07:25:00 PM,20-015441,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",14X,2300 HARRISON ST,Oakland,CA,"2300 HARRISON ST
Oakland, CA
(37.811434, -122.262063)"
MISDEMEANOR ASSAULT,05/01/2020 06:00:00 PM,20-023653,EXHIBIT FIREARM,29X,5800 BANCROFT AV,Oakland,CA,"5800 BANCROFT AV
Oakland, CA
(37.771009, -122.192459)"
VANDALISM,05/14/2020 08:45:00 AM,20-024027,VANDALISM,35X,2300 84TH AV,Oakland,CA,"2300 84TH AV
Oakland, CA
(37.759261, -122.167514)"
ROBBERY,05/21/2020 02:15:00 PM,20-025248,ATTEMPTED ROBBERY-STRONG-ARM,08X,2900 TELEGRAPH AV,Oakland,CA,"2900 TELEGRAPH AV
Oakland, CA
(37.818278, -122.267371)"
RECOVERED VEHICLE - OAKLAND STOLEN,05/14/2020 02:04:00 PM,20-024085,TAMPER WITH VEHICLE,23X,4000 ALAMEDA AV,Oakland,CA,"4000 ALAMEDA AV
Oakland, CA
(37.768208, -122.22405)"
THREATS,05/12/2020 12:17:00 PM,20-023689,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,23X,1700 36TH AV,Oakland,CA,"1700 36TH AV
Oakland, CA
(37.779785, -122.219449)"
VANDALISM,02/21/2020 08:45:00 PM,20-906047,VANDALISM,09X,100 41ST ST,Oakland,CA,"100 41ST ST
Oakland, CA
(37.826177, -122.2514)"
,05/27/2020 11:50:00 PM,20-026210,BURGLARY-FORCIBLE ENTRY,14X,2300 HARRISON ST,Oakland,CA,"2300 HARRISON ST
Oakland, CA
(37.811434, -122.262063)"
,05/23/2020 07:36:00 PM,20-910754,MAIL/ETC THEFT/ETC,18X,1700 19TH AVE,Oakland,CA,"1700 19TH AVE
Oakland, CA
(37.788989, -122.238682)"
,05/26/2020 05:00:00 AM,20-026074,ATTEMPT THEFT,32X,10100 INTERNATIONAL BLVD,Oakland,CA,"10100 INTERNATIONAL BLVD
Oakland, CA
(37.742106, -122.168833)"
STOLEN VEHICLE,03/18/2020 07:30:00 PM,20-015218,VEHICLE THEFT - AUTO,32Y,2500 OLIVER AV,Oakland,CA,"2500 OLIVER AV
Oakland, CA
(37.74596, -122.154648)"
VANDALISM,02/26/2020 10:00:00 PM,20-906066,VANDALISM,28X,5000 MACARTHUR BLVD,Oakland,CA,"5000 MACARTHUR BLVD
Oakland, CA
(37.782665, -122.187921)"
,02/05/2020 03:15:00 PM,20-910545,GRAND THEFT,03X,100 11TH ST,Oakland,CA,"100 11TH ST
Oakland, CA
(37.799045, -122.264138)"
PETTY THEFT,02/25/2020 12:02:00 PM,20-010852,THEFT,24Y,2500 HUMBOLDT AV,Oakland,CA,"2500 HUMBOLDT AV
Oakland, CA
(37.788842, -122.212538)"
,05/20/2020 11:55:00 AM,20-026225,TAMPER WITH VEHICLE,08X,500 FAIRMOUNT AVE,Oakland,CA,"500 FAIRMOUNT AVE
Oakland, CA
(37.820887, -122.255358)"
BURG - COMMERCIAL,05/12/2020 06:30:00 PM,20-023819,BURGLARY-FORCIBLE ENTRY,09X,4100 PIEDMONT AV,Oakland,CA,"4100 PIEDMONT AV
Oakland, CA
(37.826568, -122.252189)"
,05/24/2020 10:00:00 PM,20-025868,VEHICLE THEFT - AUTO,22X,3800 WHITTLE AV,Oakland,CA,"3800 WHITTLE AV
Oakland, CA
(37.803554, -122.213478)"
DOMESTIC VIOLENCE,03/02/2020 11:51:00 PM,20-012161,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32Y,2600 109TH AV,Oakland,CA,"2600 109TH AV
Oakland, CA
(37.741379, -122.149473)"
,05/23/2020 03:00:00 AM,20-910806,GRAND THEFT,08X,100 PEARL ST,Oakland,CA,"100 PEARL ST
Oakland, CA
(37.818231, -122.255783)"
,05/25/2020 12:00:00 AM,20-910807,ATTEMPT VEHICLE THEFT-AUTO,22Y,4200 NORTON AVE,Oakland,CA,"4200 NORTON AVE
Oakland, CA
(37.800717, -122.195418)"
DOMESTIC VIOLENCE,05/13/2020 07:00:00 PM,20-023933,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,29X,6600 BANCROFT AV,Oakland,CA,"6600 BANCROFT AV
Oakland, CA
(37.769774, -122.183239)"
,05/26/2020 08:30:00 AM,20-026083,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,27Y,5400 HOLLAND ST,Oakland,CA,"5400 HOLLAND ST
Oakland, CA
(37.768589, -122.203765)"
STOLEN VEHICLE,02/18/2020 10:00:00 AM,20-010260,VEHICLE THEFT - AUTO,12Y,5700 BROADWAY,Oakland,CA,"5700 BROADWAY
Oakland, CA
(37.843139, -122.246956)"
WEAPONS,03/02/2020 11:29:00 PM,20-012159,CARRY LOADED FIREARM ON/IN PERSON/VEH: PUBLIC PLACE,19X,2100 INTERNATIONAL BLVD,Oakland,CA,"2100 INTERNATIONAL BLVD
Oakland, CA
(37.785198, -122.238939)"
WEAPONS,05/14/2020 09:00:00 AM,20-024058,CARRY LOADED HANDGUN: NOT REG OWNER,99X,22300 CENTER ST,Oakland,CA,"22300 CENTER ST
Oakland, CA"
MISDEMEANOR ASSAULT,02/24/2020 11:00:00 AM,20-010666,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,06X,3100 SAN PABLO AV,Oakland,CA,"3100 SAN PABLO AV
Oakland, CA
(37.82161, -122.276767)"
VANDALISM,05/11/2020 09:00:00 PM,20-023577,VANDALISM:DEFACE PROPERTY,21Y,3200 FOOTHILL BLVD,Oakland,CA,"3200 FOOTHILL BLVD
Oakland, CA
(37.783484, -122.221991)"
DOMESTIC VIOLENCE,05/13/2020 08:00:00 PM,20-024047,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32X,9800 INTERNATIONAL BLVD,Oakland,CA,"9800 INTERNATIONAL BLVD
Oakland, CA
(37.744098, -122.170226)"
STOLEN VEHICLE,03/16/2020 11:00:00 AM,20-015682,VEHICLE THEFT - AUTO,22X,3800 LAGUNA AV,Oakland,CA,"3800 LAGUNA AV
Oakland, CA
(37.801383, -122.208516)"
STOLEN VEHICLE,02/11/2020 11:30:00 PM,20-008409,VEHICLE THEFT - AUTO,18X,1900 18TH AV,Oakland,CA,"1900 18TH AV
Oakland, CA
(37.790747, -122.238606)"
GRAND THEFT,05/05/2020 09:20:00 PM,20-909888,THEFT,35X,8700 GOLF LINKS RD,Oakland,CA,"8700 GOLF LINKS RD
Oakland, CA
(37.759359, -122.155711)"
VANDALISM,03/13/2020 10:31:00 AM,20-014232,VANDALISM-$400,77X,6900 LION WY,Oakland,CA,"6900 LION WY
Oakland, CA
(37.756282, -122.197531)"
VANDALISM,05/06/2020 03:30:00 PM,20-909891,VANDALISM,12Y,5400 BOYD AV,Oakland,CA,"5400 BOYD AV
Oakland, CA
(37.841189, -122.253647)"
,05/20/2020 03:05:00 PM,20-910811,BURGLARY-AUTO,15X,1700 4TH AVE,Oakland,CA,"1700 4TH AVE
Oakland, CA
(37.798481, -122.251901)"
,05/24/2020 08:55:00 PM,20-910779,BURGLARY-AUTO,,MIDDLE HARBOR ROAD,Oakland,CA,"MIDDLE HARBOR ROAD
Oakland, CA"
,05/22/2020 12:12:00 AM,20-910838,BURGLARY-AUTO,13Z,1700 ALHAMBRA LANE,Oakland,CA,"1700 ALHAMBRA LANE
Oakland, CA
(37.836334, -122.211033)"
HOMICIDE,05/12/2020 03:11:00 PM,20-023712,SC UNEXPLAINED DEATH,22Y,3400 CURRAN WY,Oakland,CA,"3400 CURRAN WY
Oakland, CA
(37.796107, -122.20839)"
VANDALISM,02/27/2020 10:35:00 PM,20-906304,VANDALISM,77X,WASHINGTON ST,Oakland,CA,"WASHINGTON ST
Oakland, CA"
,05/23/2020 11:25:00 PM,20-910834,VANDALISM,22X,00 COOLIDGE TERRACE,Oakland,CA,"00 COOLIDGE TERRACE
Oakland, CA"
BURG - AUTO,01/27/2020 02:16:00 PM,20-906773,BURGLARY-AUTO,24Y,4000 BROOKDALE AV,Oakland,CA,"4000 BROOKDALE AV
Oakland, CA
(37.783961, -122.205811)"
DOMESTIC VIOLENCE,02/08/2020 11:15:00 AM,20-007597,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,10X,1000 62ND ST,Oakland,CA,"1000 62ND ST
Oakland, CA
(37.845624, -122.279823)"
OTHER,05/13/2020 06:11:00 PM,20-023918,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,24Y,3500 PENNIMAN AV,Oakland,CA,"3500 PENNIMAN AV
Oakland, CA
(37.789995, -122.206721)"
,05/25/2020 07:00:00 PM,20-026140,VEHICLE THEFT - AUTO,20X,2500 E 16TH ST,Oakland,CA,"2500 E 16TH ST
Oakland, CA
(37.783533, -122.23182)"
,05/23/2020 02:00:00 AM,20-910698,VANDALISM,34X,9400 OLIVE ST,Oakland,CA,"9400 OLIVE ST
Oakland, CA
(37.749921, -122.165879)"
BURG - AUTO,02/23/2020 12:00:00 AM,20-010658,BURGLARY-AUTO,26Y,1000 69TH AV,Oakland,CA,"1000 69TH AV
Oakland, CA
(37.757879, -122.194665)"
VANDALISM,03/07/2020 03:05:00 AM,20-906808,VANDALISM,03X,400 9TH ST,Oakland,CA,"400 9TH ST
Oakland, CA
(37.800422, -122.272102)"
,05/22/2020 03:00:00 AM,20-910767,BURGLARY-AUTO,25X,00 BERNEVES COURT,Oakland,CA,"00 BERNEVES COURT
Oakland, CA"
FORGERY & COUNTERFEITING,02/03/2020 10:00:00 AM,20-012402,OBT CREDIT/ETC:OTHER'S ID,34X,2000 84TH AV,Oakland,CA,"2000 84TH AV
Oakland, CA
(37.75762, -122.171043)"
WEAPONS,04/23/2020 02:23:00 PM,20-020603,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,27X,2100 HIGH ST,Oakland,CA,"2100 HIGH ST
Oakland, CA
(37.776926, -122.209505)"
,05/27/2020 08:48:00 AM,20-026197,BATTERY,31X,8300 OAKPORT ST,Oakland,CA,"8300 OAKPORT ST
Oakland, CA
(37.740751, -122.198347)"
CURFEW & LOITERING,02/24/2020 10:39:00 AM,20-010635,TRESPASS:OCCUPY PROPERTY W/O CONSENT,07X,2300 SAN PABLO AV,Oakland,CA,"2300 SAN PABLO AV
Oakland, CA
(37.813591, -122.274188)"
VANDALISM,02/27/2020 08:40:00 PM,20-906305,VANDALISM,11X,500 59TH ST,Oakland,CA,"500 59TH ST
Oakland, CA
(37.84503, -122.261711)"
MISDEMEANOR ASSAULT,03/01/2020 09:00:00 AM,20-012571,ATTEMPT THEFT,35X,9300 VISTA CT,Oakland,CA,"9300 VISTA CT
Oakland, CA
(37.753332, -122.161006)"
WEAPONS,04/23/2020 02:23:00 PM,20-020603,CARRY CONCEALED WEAPON IN VEHICLE,27X,2100 HIGH ST,Oakland,CA,"2100 HIGH ST
Oakland, CA
(37.776926, -122.209505)"
GRAND THEFT,05/26/2020 08:40:00 PM,20-026121,VEHICLE THEFT - AUTO,23X,3700 E 12TH ST,Oakland,CA,"3700 E 12TH ST
Oakland, CA
(37.773942, -122.221458)"
,05/26/2020 04:20:00 PM,20-026105,THEFT,05Y,1700 PERALTA ST,Oakland,CA,"1700 PERALTA ST
Oakland, CA
(37.813594, -122.292161)"
MISDEMEANOR ASSAULT,05/07/2020 06:38:00 PM,20-909971,ASSAULT,21Y,2600 PLEASANT ST,Oakland,CA,"2600 PLEASANT ST
Oakland, CA
(37.797158, -122.217604)"
STOLEN VEHICLE,05/12/2020 01:20:00 PM,20-023696,VEHICLE THEFT - AUTO,22X,2400 MACARTHUR BLVD,Oakland,CA,"2400 MACARTHUR BLVD
Oakland, CA
(37.799675, -122.213488)"
VANDALISM,03/07/2020 12:30:00 AM,20-906809,VANDALISM,31Y,9600 EMPIRE RD,Oakland,CA,"9600 EMPIRE RD
Oakland, CA
(37.732744, -122.19478)"
BURG - AUTO,03/07/2020 02:15:00 AM,20-906811,BURGLARY-AUTO,03X,400 9TH ST,Oakland,CA,"400 9TH ST
Oakland, CA
(37.800422, -122.272102)"
,12/18/2019 05:08:00 PM,20-011293,EMBEZZLE LEASED/RENTED VEHICLE,08X,2400 WEBSTER ST,Oakland,CA,"2400 WEBSTER ST
Oakland, CA
(37.813446, -122.264865)"
STOLEN VEHICLE,05/14/2020 08:00:00 AM,20-024168,SC STOLEN VEHICLE - AUTO,08X,200 FAIRMOUNT AV,Oakland,CA,"200 FAIRMOUNT AV
Oakland, CA
(37.817489, -122.260024)"
,05/18/2020 02:21:00 PM,20-910749,MAIL/ETC THEFT/ETC,29X,4000 BURCKHALTER AVE,Oakland,CA,"4000 BURCKHALTER AVE
Oakland, CA
(37.775795, -122.166562)"
NARCOTICS,05/25/2020 08:33:00 PM,20-025919,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,32X,9800 INTERNATIONAL BLVD,Oakland,CA,"9800 INTERNATIONAL BLVD
Oakland, CA
(37.744098, -122.170226)"
,05/26/2020 06:30:00 PM,20-910851,BATTERY AGAINST POLICE OFFICER,23X,1400 FRUITVALE FRUITVALE AVE,Oakland,CA,"1400 FRUITVALE FRUITVALE AVE
Oakland, CA"
WEAPONS,04/23/2020 02:23:00 PM,20-020603,POSSESS CONTROLLED SUBSTANCE FOR SALE,27X,2100 HIGH ST,Oakland,CA,"2100 HIGH ST
Oakland, CA
(37.776926, -122.209505)"
BURG - AUTO,05/04/2020 04:35:00 PM,20-909870,BURGLARY-AUTO,12Y,400 58TH ST,Oakland,CA,"400 58TH ST
Oakland, CA
(37.844598, -122.258764)"
BURG - AUTO,02/25/2020 05:26:00 AM,20-010794,BURGLARY-AUTO,31Y,200 HEGENBERGER RD,Oakland,CA,"200 HEGENBERGER RD
Oakland, CA
(37.731083, -122.199289)"
RECOVERED O/S STOLEN,05/12/2020 11:05:00 AM,20-023672,VEHICLE THEFT - AUTO,30X,6700 AVENAL AV,Oakland,CA,"6700 AVENAL AV
Oakland, CA
(37.76508, -122.186615)"
FELONY ASSAULT,05/27/2020 03:08:00 AM,20-026172,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,04X,600 15TH ST,Oakland,CA,"600 15TH ST
Oakland, CA
(37.806575, -122.274793)"
MISDEMEANOR ASSAULT,05/12/2020 02:00:00 PM,20-023703,BATTERY,34X,9000 PLYMOUTH ST,Oakland,CA,"9000 PLYMOUTH ST
Oakland, CA
(37.750792, -122.170954)"
PETTY THEFT,02/19/2020 08:09:00 AM,20-011280,THEFT,28X,2600 HIGH ST,Oakland,CA,"2600 HIGH ST
Oakland, CA
(37.78253, -122.204159)"
PETTY THEFT,05/11/2020 11:00:00 PM,20-023755,THEFT,05X,900 18TH ST,Oakland,CA,"900 18TH ST
Oakland, CA
(37.811214, -122.280169)"
,05/26/2020 01:35:00 PM,20-026239,GRAND THEFT,23X,3800 BLK OF INTERNATIONAL BL,Oakland,CA,"3800 BLK OF INTERNATIONAL BL
Oakland, CA"
BURG - AUTO,03/02/2020 09:40:00 PM,20-906297,BURGLARY-AUTO,04X,500 17TH ST,Oakland,CA,"500 17TH ST
Oakland, CA
(37.806915, -122.270726)"
FRAUD,01/22/2020 12:15:00 PM,20-906795,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,12X,300 40TH ST,Oakland,CA,"300 40TH ST
Oakland, CA
(37.827664, -122.256802)"
BURG - AUTO,03/08/2020 02:30:00 PM,20-906816,BURGLARY-AUTO,08X,2900 BROADWAY,Oakland,CA,"2900 BROADWAY
Oakland, CA
(37.817422, -122.26293)"
NARCOTICS,05/25/2020 08:33:00 PM,20-025919,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,32X,9800 INTERNATIONAL BLVD,Oakland,CA,"9800 INTERNATIONAL BLVD
Oakland, CA
(37.744098, -122.170226)"
BURG - AUTO,01/24/2020 12:00:00 PM,20-906278,BURGLARY-AUTO,10Y,800 60TH ST,Oakland,CA,"800 60TH ST
Oakland, CA
(37.845134, -122.270923)"
FRAUD,05/09/2017 06:10:00 AM,20-906886,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,29X,2500 55TH AV,Oakland,CA,"2500 55TH AV
Oakland, CA
(37.773528, -122.194573)"
STOLEN VEHICLE,05/07/2020 08:16:00 AM,20-909976,ATTEMPT VEHICLE THEFT-AUTO,13Y,6600 SOBRANTE RD,Oakland,CA,"6600 SOBRANTE RD
Oakland, CA
(37.843278, -122.20305)"
,05/21/2020 05:50:00 PM,20-910742,ASSAULT,35X,2400 94TH AVE,Oakland,CA,"2400 94TH AVE
Oakland, CA
(37.752201, -122.161904)"
BURG - AUTO,03/03/2020 06:17:00 AM,20-906299,BURGLARY-AUTO,31Y,8400 ENTERPRISE WY,Oakland,CA,"8400 ENTERPRISE WY
Oakland, CA
(37.744027, -122.194899)"
,05/26/2020 03:20:00 PM,20-026080,BATTERY,26Y,1200 78TH AVE,Oakland,CA,"1200 78TH AVE
Oakland, CA
(37.75566, -122.186436)"
DOMESTIC VIOLENCE,03/20/2020 08:45:00 AM,20-015367,DAMAGE/DESTROY ANY WIRELESS COMMUNICATION DEVICE,10Y,4700 WEST ST,Oakland,CA,"4700 WEST ST
Oakland, CA
(37.835399, -122.269689)"
,05/23/2020 11:30:00 AM,20-910783,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,25X,3700 39TH AVE,Oakland,CA,"3700 39TH AVE
Oakland, CA
(37.790506, -122.195751)"
,05/24/2020 11:00:00 AM,20-910734,BURGLARY-AUTO,,6500 REDWOOD ROAD,Oakland,CA,"6500 REDWOOD ROAD
Oakland, CA
(37.806329, -122.166149)"
BURG - COMMERCIAL,04/01/2020 12:00:00 PM,20-023820,BURGLARY-FORCIBLE ENTRY,20X,1000 29TH AV,Oakland,CA,"1000 29TH AV
Oakland, CA
(37.77672, -122.231631)"
FORGERY & COUNTERFEITING,04/08/2020 11:55:00 AM,20-909990,THEFT BY USE OF ACCESS CARD,09X,200 W MACARTHUR BLVD,Oakland,CA,"200 W MACARTHUR BLVD
Oakland, CA
(37.822651, -122.255684)"
DOMESTIC VIOLENCE,02/23/2020 04:28:00 PM,20-010511,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,05X,1500 LINDEN ST,Oakland,CA,"1500 LINDEN ST
Oakland, CA
(37.810253, -122.28355)"
GRAND THEFT,05/11/2020 08:00:00 PM,20-023623,GRAND THEFT,99X,16500 KENT AV,Oakland,CA,"16500 KENT AV
Oakland, CA"
OTHER,02/12/2020 12:00:00 PM,20-008484,STALKING-MISD,09X,4200 TERRACE ST,Oakland,CA,"4200 TERRACE ST
Oakland, CA
(37.830132, -122.253902)"
,05/24/2020 09:40:00 PM,20-910782,VANDALISM,21Y,3200 SCHOOL ST,Oakland,CA,"3200 SCHOOL ST
Oakland, CA
(37.79364, -122.210002)"
VANDALISM,02/29/2020 02:00:00 AM,20-906395,VANDALISM,32X,1300 102ND AV,Oakland,CA,"1300 102ND AV
Oakland, CA
(37.740329, -122.170066)"
GRAND THEFT,05/26/2020 08:40:00 PM,20-026121,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,23X,3700 E 12TH ST,Oakland,CA,"3700 E 12TH ST
Oakland, CA
(37.773942, -122.221458)"
,05/24/2020 06:30:00 PM,20-025742,SC ADW - OTHER DANGEROUS WEAPON,17Y,1400 E31ST STREET,Oakland,CA,"1400 E31ST STREET
Oakland, CA"
,03/12/2020 07:00:00 PM,20-014819,THEFT,08X,3400 RICHMOND BLVD,Oakland,CA,"3400 RICHMOND BLVD
Oakland, CA
(37.82049, -122.258265)"
RECOVERED O/S STOLEN,05/12/2020 02:43:00 PM,20-023707,VEHICLE THEFT - AUTO,19X,1800 SOLANO WY,Oakland,CA,"1800 SOLANO WY
Oakland, CA
(37.786616, -122.242371)"
,03/10/2020 09:34:00 PM,20-013744,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,02X,900 FILBERT ST,Oakland,CA,"900 FILBERT ST
Oakland, CA
(37.80584, -122.284017)"
,05/25/2020 06:42:00 PM,20-026146,PREVENT/DISSUADE WITNESS VICTIM BY THREAT/FORCE,24Y,3600 MANGELS AV,Oakland,CA,"3600 MANGELS AV
Oakland, CA
(37.79056, -122.204374)"
,05/24/2020 01:29:00 PM,20-910729,VANDALISM,,SKYLINE BOULEVARD,Oakland,CA,"SKYLINE BOULEVARD
Oakland, CA"
,05/25/2020 05:00:00 PM,20-026311,THEFT,30Y,7500 OUTLOOK AVE,Oakland,CA,"7500 OUTLOOK AVE
Oakland, CA
(37.770007, -122.168896)"
